ID;Version;GenBank title;Release date;Organism name;Virus Lineage;Species;Family;Length;Submitters;Strain;Isolate;Geo location;Country;Collection date;Tissue/Specimen/Source;Host;Environmental;CDS count;Artificial;UNVERIFIED;1A;1A-strand;1B;1B-strand;2;2-strand;Host class;Species_ICTV
ON682303;ON682303.1;UNVERIFIED: Bovine astrovirus strain BoAstV68/2021/CHN, complete genome;21-MAR-2023;Bovine astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;6128.0;Zhao,F.;BoAstV68/2021/CHN;;China;;2021;feces;Cow;No;1.0;No;Yes;;;;;;;Mammalia;
ON682302;ON682302.1;Bovine astrovirus strain BoAstV67/2021/CHN, complete genome;21-MAR-2023;Bovine astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;6188.0;Zhao,F.;BoAstV67/2021/CHN;;China;;2021;feces;Cow;No;2.0;No;No;33-2484;1.0;NA-NA;;3891-6123;1.0;Mammalia;
ON682301;ON682301.1;Bovine astrovirus strain BoAstV66/2021/CHN, complete genome;21-MAR-2023;Bovine astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;6194.0;Zhao,F.;BoAstV66/2021/CHN;;China;;2021;feces;Cow;No;2.0;No;No;32-2483;1.0;NA-NA;;3890-6125;1.0;Mammalia;
ON682300;ON682300.1;Bovine astrovirus strain BoAstV65/2021/CHN, complete genome;21-MAR-2023;Bovine astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;6189.0;Zhao,F.;BoAstV65/2021/CHN;;China;;2021;feces;Cow;No;2.0;No;No;38-2489;1.0;NA-NA;;3815-6125;1.0;Mammalia;
ON682299;ON682299.1;UNVERIFIED: Bovine astrovirus strain BoAstV64/2021/CHN, complete genome;21-MAR-2023;Bovine astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;6084.0;Zhao,F.;BoAstV64/2021/CHN;;China;;2021;feces;Cow;No;1.0;No;Yes;;;;;;;Mammalia;
ON682298;ON682298.1;UNVERIFIED: Bovine astrovirus strain BoAstV63/2021/CHN, complete genome;21-MAR-2023;Bovine astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;6125.0;Zhao,F.;BoAstV63/2021/CHN;;China;;2021;feces;Cow;No;1.0;No;Yes;;;;;;;Mammalia;
ON682297;ON682297.1;UNVERIFIED: Bovine astrovirus strain BoAstV62/2021/CHN, complete genome;21-MAR-2023;Bovine astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;6164.0;Zhao,F.;BoAstV62/2021/CHN;;China;;2021;feces;Cow;No;1.0;No;Yes;;;;;;;Mammalia;
ON682296;ON682296.1;Bovine astrovirus strain BoAstV61/2021/CHN, complete genome;21-MAR-2023;Bovine astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;6137.0;Zhao,F.;BoAstV61/2021/CHN;;China;;2021;feces;Cow;No;2.0;No;No;11-2345;1.0;NA-NA;;3755-6056;1.0;Mammalia;
ON682295;ON682295.1;Bovine astrovirus strain BoAstV60/2021/CHN, complete genome;21-MAR-2023;Bovine astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;6296.0;Zhao,F.;BoAstV60/2021/CHN;;China;;2021;feces;Cow;No;2.0;No;No;35-2489;1.0;NA-NA;;3944-6221;1.0;Mammalia;
ON682294;ON682294.1;UNVERIFIED: Bovine astrovirus strain BoAstV59/2021/CHN, complete genome;21-MAR-2023;Bovine astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;6129.0;Zhao,F.;BoAstV59/2021/CHN;;China;;2021;feces;Cow;No;1.0;No;Yes;;;;;;;Mammalia;
ON682293;ON682293.1;Bovine astrovirus strain BoAstV58/2021/CHN, complete genome;21-MAR-2023;Bovine astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;6346.0;Zhao,F.;BoAstV58/2021/CHN;;China;;2021;feces;Cow;No;2.0;No;No;100-2554;1.0;NA-NA;;3961-6271;1.0;Mammalia;
ON682292;ON682292.1;Bovine astrovirus strain BoAstV57/2021/CHN, complete genome;21-MAR-2023;Bovine astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;6285.0;Zhao,F.;BoAstV57/2021/CHN;;China;;2021;feces;Cow;No;2.0;No;No;33-2487;1.0;NA-NA;;3894-6207;1.0;Mammalia;
ON682291;ON682291.1;Bovine astrovirus strain BoAstV56/2021/CHN, complete genome;21-MAR-2023;Bovine astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;6183.0;Zhao,F.;BoAstV56/2021/CHN;;China;;2021;feces;Cow;No;2.0;No;No;31-2482;1.0;NA-NA;;3889-6121;1.0;Mammalia;
ON682290;ON682290.1;Bovine astrovirus strain BoAstV55/2021/CHN, complete genome;21-MAR-2023;Bovine astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;6285.0;Zhao,F.;BoAstV55/2021/CHN;;China;;2021;feces;Cow;No;2.0;No;No;34-2488;1.0;NA-NA;;3895-6208;1.0;Mammalia;
ON682289;ON682289.1;Bovine astrovirus strain BoAstV54/2021/CHN, complete genome;21-MAR-2023;Bovine astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;6360.0;Zhao,F.;BoAstV54/2021/CHN;;China;;2021;feces;Cow;No;2.0;No;No;88-2542;1.0;NA-NA;;3949-6262;1.0;Mammalia;
ON682288;ON682288.1;Bovine astrovirus strain BoAstV53/2021/CHN, complete genome;21-MAR-2023;Bovine astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;6183.0;Zhao,F.;BoAstV53/2021/CHN;;China;;2021;feces;Cow;No;2.0;No;No;32-2483;1.0;NA-NA;;3890-6113;1.0;Mammalia;
ON682287;ON682287.1;Bovine astrovirus strain BoAstV52/2021/CHN, complete genome;21-MAR-2023;Bovine astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;6284.0;Zhao,F.;BoAstV52/2021/CHN;;China;;2021;feces;Cow;No;2.0;No;No;3895-6208;1.0;NA-NA;;NA-NA;;Mammalia;
ON682286;ON682286.1;Bovine astrovirus strain BoAstV51/2021/CHN, complete genome;21-MAR-2023;Bovine astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;6119.0;Zhao,F.;BoAstV51/2021/CHN;;China;;2021;feces;Cow;No;2.0;No;No;15-2349;1.0;NA-NA;;3759-6039;1.0;Mammalia;
ON682285;ON682285.1;Bovine astrovirus strain BoAstV50/2021/CHN, complete genome;21-MAR-2023;Bovine astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;6190.0;Zhao,F.;BoAstV50/2021/CHN;;China;;2021;feces;Cow;No;2.0;No;No;33-2484;1.0;NA-NA;;3810-6120;1.0;Mammalia;
ON682284;ON682284.1;UNVERIFIED: Bovine astrovirus strain BoAstV49/2021/CHN, complete genome;21-MAR-2023;Bovine astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;5994.0;Zhao,F.;BoAstV49/2021/CHN;;China;;2021;feces;Cow;No;1.0;No;Yes;;;;;;;Mammalia;
ON682283;ON682283.1;Bovine astrovirus strain BoAstV48/2021/CHN, complete genome;21-MAR-2023;Bovine astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;6197.0;Zhao,F.;BoAstV48/2021/CHN;;China;;2021;feces;Cow;No;2.0;No;No;33-2484;1.0;NA-NA;;3810-6129;1.0;Mammalia;
ON682282;ON682282.1;Bovine astrovirus strain BoAstV47/2021/CHN, complete genome;21-MAR-2023;Bovine astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;6227.0;Zhao,F.;BoAstV47/2021/CHN;;China;;2021;feces;Cow;No;2.0;No;No;26-2552;1.0;NA-NA;;4007-6221;1.0;Mammalia;
ON682281;ON682281.1;Bovine astrovirus strain BoAstV46/2021/CHN, complete genome;21-MAR-2023;Bovine astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;6254.0;Zhao,F.;BoAstV46/2021/CHN;;China;;2021;feces;Cow;No;2.0;No;No;92-2543;1.0;NA-NA;;3950-6185;1.0;Mammalia;
ON682280;ON682280.1;UNVERIFIED: Bovine astrovirus strain BoAstV45/2021/CHN, complete genome;21-MAR-2023;Bovine astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;6214.0;Zhao,F.;BoAstV45/2021/CHN;;China;;2021;feces;Cow;No;1.0;No;Yes;;;;;;;Mammalia;
ON682279;ON682279.1;UNVERIFIED: Bovine astrovirus strain BoAstV44/2021/CHN, complete genome;21-MAR-2023;Bovine astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;6242.0;Zhao,F.;BoAstV44/2021/CHN;;China;;2021;feces;Cow;No;1.0;No;Yes;;;;;;;Mammalia;
ON682278;ON682278.1;Bovine astrovirus strain BoAstV43/2021/CHN, complete genome;21-MAR-2023;Bovine astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;6351.0;Zhao,F.;BoAstV43/2021/CHN;;China;;2021;feces;Cow;No;2.0;No;No;72-2526;1.0;NA-NA;;3933-6234;1.0;Mammalia;
ON682277;ON682277.1;UNVERIFIED: Bovine astrovirus strain BoAstV42/2021/CHN, complete genome;21-MAR-2023;Bovine astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;6240.0;Zhao,F.;BoAstV42/2021/CHN;;China;;2021;feces;Cow;No;1.0;No;Yes;;;;;;;Mammalia;
ON682276;ON682276.1;Bovine astrovirus strain BoAstV41/2021/CHN, complete genome;21-MAR-2023;Bovine astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;6303.0;Zhao,F.;BoAstV41/2021/CHN;;China;;2021;feces;Cow;No;2.0;No;No;37-2491;1.0;NA-NA;;3898-6211;1.0;Mammalia;
ON682275;ON682275.1;Bovine astrovirus strain BoAstV40/2021/CHN, complete genome;21-MAR-2023;Bovine astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;6337.0;Zhao,F.;BoAstV40/2021/CHN;;China;;2021;feces;Cow;No;2.0;No;No;142-2593;1.0;NA-NA;;4000-6235;1.0;Mammalia;
ON682274;ON682274.1;UNVERIFIED: Bovine astrovirus strain BoAstV39/2021/CHN, complete genome;21-MAR-2023;Bovine astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;6003.0;Zhao,F.;BoAstV39/2021/CHN;;China;;2021;feces;Cow;No;1.0;No;Yes;;;;;;;Mammalia;
ON682273;ON682273.1;UNVERIFIED: Bovine astrovirus strain BoAstV38/2021/CHN, complete genome;21-MAR-2023;Bovine astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;6196.0;Zhao,F.;BoAstV38/2021/CHN;;China;;2021;feces;Cow;No;1.0;No;Yes;;;;;;;Mammalia;
ON682272;ON682272.1;Bovine astrovirus strain BoAstV37/2021/CHN, complete genome;21-MAR-2023;Bovine astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;6399.0;Zhao,F.;BoAstV37/2021/CHN;;China;;2021;feces;Cow;No;2.0;No;No;22-2554;1.0;NA-NA;;3961-6274;1.0;Mammalia;
ON682271;ON682271.1;UNVERIFIED: Bovine astrovirus strain BoAstV36/2021/CHN, complete genome;21-MAR-2023;Bovine astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;6119.0;Zhao,F.;BoAstV36/2021/CHN;;China;;2021;feces;Cow;No;1.0;No;Yes;;;;;;;Mammalia;
ON595954;ON595954.1;MAG: Blenniella astrovirus isolate F19 ORF1b gene, partial cds;21-MAR-2023;Blenniella astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;783.0;Costa,V.A., Bellwood,D.R., Mifsud,J.C.O., Geoghegan,J.L., Holmes,E.C. and Harvey,E.;;F19;Australia;;2021-04;liver and gill tissue;Blenniella sp.;Yes;1.0;No;No;NA-NA;;1-783;-1.0;NA-NA;;Mammalia;
ON595953;ON595953.1;MAG: Goby astrovirus 3 isolate F18 capsid protein gene, partial cds;21-MAR-2023;Goby astrovirus 3;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;2076.0;Costa,V.A., Bellwood,D.R., Mifsud,J.C.O., Geoghegan,J.L., Holmes,E.C. and Harvey,E.;;F18;Australia;;2021-04;liver and gill tissue;Luposicya lupus;Yes;1.0;No;No;NA-NA;;NA-NA;;0-2076;1.0;Mammalia;
ON595952;ON595952.1;MAG: Goby astrovirus 3 isolate F17 ORF1b gene, partial cds;21-MAR-2023;Goby astrovirus 3;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;1587.0;Costa,V.A., Bellwood,D.R., Mifsud,J.C.O., Geoghegan,J.L., Holmes,E.C. and Harvey,E.;;F17;Australia;;2021-04;liver and gill tissue;Luposicya lupus;Yes;1.0;No;No;NA-NA;;0-1587;1.0;NA-NA;;Mammalia;
ON595951;ON595951.1;MAG: Goby astrovirus 3 isolate F16 ORF1a gene, complete cds;21-MAR-2023;Goby astrovirus 3;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;2994.0;Costa,V.A., Bellwood,D.R., Mifsud,J.C.O., Geoghegan,J.L., Holmes,E.C. and Harvey,E.;;F16;Australia;;2021-04;liver and gill tissue;Luposicya lupus;Yes;1.0;No;No;0-2994;1.0;NA-NA;;NA-NA;;Mammalia;
ON595950;ON595950.1;MAG: Goby astrovirus 2 isolate F15 capsid protein gene, complete cds;21-MAR-2023;Goby astrovirus 2;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;1890.0;Costa,V.A., Bellwood,D.R., Mifsud,J.C.O., Geoghegan,J.L., Holmes,E.C. and Harvey,E.;;F15;Australia;;2021-04;liver and gill tissue;Istigobius goldmanni;Yes;1.0;No;No;NA-NA;;NA-NA;;0-1890;1.0;Actinopteri;
ON595949;ON595949.1;MAG: Goby astrovirus 2 isolate F14 ORF1b gene, complete cds;21-MAR-2023;Goby astrovirus 2;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;1458.0;Costa,V.A., Bellwood,D.R., Mifsud,J.C.O., Geoghegan,J.L., Holmes,E.C. and Harvey,E.;;F14;Australia;;2021-04;liver and gill tissue;Istigobius goldmanni;Yes;1.0;No;No;NA-NA;;0-1458;1.0;NA-NA;;Actinopteri;
ON595948;ON595948.1;MAG: Goby astrovirus 2 isolate F13 ORF1a gene, complete cds;21-MAR-2023;Goby astrovirus 2;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;3270.0;Costa,V.A., Bellwood,D.R., Mifsud,J.C.O., Geoghegan,J.L., Holmes,E.C. and Harvey,E.;;F13;Australia;;2021-04;liver and gill tissue;Istigobius goldmanni;Yes;1.0;No;No;0-3270;1.0;NA-NA;;NA-NA;;Actinopteri;
ON595947;ON595947.1;MAG: Asterropteryx semipunctatus astrovirus isolate F12 capsid protein gene, complete cds;21-MAR-2023;Asterropteryx semipunctatus astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;1908.0;Costa,V.A., Bellwood,D.R., Mifsud,J.C.O., Geoghegan,J.L., Holmes,E.C. and Harvey,E.;;F12;Australia;;2021-04;liver and gill tissue;Asterropteryx semipunctata;Yes;1.0;No;No;NA-NA;;NA-NA;;0-1908;1.0;Actinopteri;
ON595946;ON595946.1;MAG: Asterropteryx semipunctatus astrovirus isolate F11 ORF1b gene, complete cds;21-MAR-2023;Asterropteryx semipunctatus astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;1473.0;Costa,V.A., Bellwood,D.R., Mifsud,J.C.O., Geoghegan,J.L., Holmes,E.C. and Harvey,E.;;F11;Australia;;2021-04;liver and gill tissue;Asterropteryx semipunctata;Yes;1.0;No;No;NA-NA;;0-1473;1.0;NA-NA;;Actinopteri;
ON595945;ON595945.1;MAG: Asterropteryx semipunctatus astrovirus isolate F10 ORF1a gene, complete cds;21-MAR-2023;Asterropteryx semipunctatus astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;3231.0;Costa,V.A., Bellwood,D.R., Mifsud,J.C.O., Geoghegan,J.L., Holmes,E.C. and Harvey,E.;;F10;Australia;;2021-04;liver and gill tissue;Asterropteryx semipunctata;Yes;1.0;No;No;0-3231;1.0;NA-NA;;NA-NA;;Actinopteri;
ON595944;ON595944.1;MAG: Istigobius nigroocellatus astrovirus isolate F9 capsid protein gene, complete cds;21-MAR-2023;Istigobius nigroocellatus astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;1908.0;Costa,V.A., Bellwood,D.R., Mifsud,J.C.O., Geoghegan,J.L., Holmes,E.C. and Harvey,E.;;F9;Australia;;2021-04;liver and gill tissue;Istigobius nigroocellatus;Yes;1.0;No;No;NA-NA;;NA-NA;;0-1908;1.0;Actinopteri;
ON595943;ON595943.1;MAG: Istigobius nigroocellatus astrovirus isolate F8 ORF1b gene, complete cds;21-MAR-2023;Istigobius nigroocellatus astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;1473.0;Costa,V.A., Bellwood,D.R., Mifsud,J.C.O., Geoghegan,J.L., Holmes,E.C. and Harvey,E.;;F8;Australia;;2021-04;liver and gill tissue;Istigobius nigroocellatus;Yes;1.0;No;No;NA-NA;;0-1473;1.0;NA-NA;;Actinopteri;
ON595942;ON595942.1;MAG: Istigobius nigroocellatus astrovirus isolate F7 ORF1a gene, complete cds;21-MAR-2023;Istigobius nigroocellatus astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;3231.0;Costa,V.A., Bellwood,D.R., Mifsud,J.C.O., Geoghegan,J.L., Holmes,E.C. and Harvey,E.;;F7;Australia;;2021-04;liver and gill tissue;Istigobius nigroocellatus;Yes;1.0;No;No;0-3231;1.0;NA-NA;;NA-NA;;Actinopteri;
ON595941;ON595941.1;MAG: Istigobius decoratus astrovirus isolate F6 capsid protein gene, complete cds;21-MAR-2023;Istigobius decoratus astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;1905.0;Costa,V.A., Bellwood,D.R., Mifsud,J.C.O., Geoghegan,J.L., Holmes,E.C. and Harvey,E.;;F6;Australia;;2021-04;liver and gill tissue;Istigobius decoratus;Yes;1.0;No;No;NA-NA;;NA-NA;;0-1905;1.0;Actinopteri;
ON595940;ON595940.1;MAG: Istigobius decoratus astrovirus isolate F5 ORF1b gene, complete cds;21-MAR-2023;Istigobius decoratus astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;1422.0;Costa,V.A., Bellwood,D.R., Mifsud,J.C.O., Geoghegan,J.L., Holmes,E.C. and Harvey,E.;;F5;Australia;;2021-04;liver and gill tissue;Istigobius decoratus;Yes;1.0;No;No;NA-NA;;0-1422;1.0;NA-NA;;Actinopteri;
ON595939;ON595939.1;MAG: Istigobius decoratus astrovirus isolate F4 ORF1a gene, complete cds;21-MAR-2023;Istigobius decoratus astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;3231.0;Costa,V.A., Bellwood,D.R., Mifsud,J.C.O., Geoghegan,J.L., Holmes,E.C. and Harvey,E.;;F4;Australia;;2021-04;liver and gill tissue;Istigobius decoratus;Yes;1.0;No;No;0-3231;1.0;NA-NA;;NA-NA;;Actinopteri;
ON595938;ON595938.1;MAG: Cabillus tongarevae astrovirus isolate F3 capsid protein gene, complete cds;21-MAR-2023;Cabillus tongarevae astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;1905.0;Costa,V.A., Bellwood,D.R., Mifsud,J.C.O., Geoghegan,J.L., Holmes,E.C. and Harvey,E.;;F3;Australia;;2021-04;liver and gill tissue;Cabillus tongarevae;Yes;1.0;No;No;NA-NA;;NA-NA;;0-1905;1.0;Actinopteri;
ON595937;ON595937.1;MAG: Cabillus tongarevae astrovirus isolate F2 ORF1b gene, complete cds;21-MAR-2023;Cabillus tongarevae astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;1422.0;Costa,V.A., Bellwood,D.R., Mifsud,J.C.O., Geoghegan,J.L., Holmes,E.C. and Harvey,E.;;F2;Australia;;2021-04;liver and gill tissue;Cabillus tongarevae;Yes;1.0;No;No;NA-NA;;0-1422;1.0;NA-NA;;Actinopteri;
ON595936;ON595936.1;MAG: Cabillus tongarevae astrovirus isolate F1 ORF1a gene, complete cds;21-MAR-2023;Cabillus tongarevae astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;3231.0;Costa,V.A., Bellwood,D.R., Mifsud,J.C.O., Geoghegan,J.L., Holmes,E.C. and Harvey,E.;;F1;Australia;;2021-04;liver and gill tissue;Cabillus tongarevae;Yes;1.0;No;No;0-3231;1.0;NA-NA;;NA-NA;;Actinopteri;
OP851369;OP851369.1;Mamastrovirus sp. isolate Mastv/roedeer/32/IT RNA-dependent RNA polymerase gene, partial cds;20-MAR-2023;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;344.0;Mazzei,M. and Pacini,M.I.;;Mastv/roedeer/32/IT;Italy;;2021;fecal sample;Capreolus capreolus (roe deer);No;1.0;No;No;NA-NA;;2-344;1.0;NA-NA;;Mammalia;
OP851368;OP851368.1;Mamastrovirus sp. isolate Mastv/fox/1195/IT RNA-dependent RNA polymerase gene, partial cds;20-MAR-2023;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;362.0;Mazzei,M. and Pacini,M.I.;;Mastv/fox/1195/IT;Italy;;2021;fecal sample;Vulpes vulpes (red fox);No;1.0;No;No;NA-NA;;0-362;1.0;NA-NA;;Mammalia;
ON979523;ON979523.1;"Human astrovirus strain CMH-S062-15 putative serine protease (ORF1a) and RNA-dependent RNA polymerase (ORF1b) genes, partial cds; and capsid protein (ORF2) gene, complete cds";19-MAR-2023;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;6640.0;Kumthip,K., Wei,H., Khamrin,P. and Maneekarn,N.;CMH-S062-15;;Thailand;;08-Apr-2015;stool;Homo sapiens;No;3.0;No;No;0-2754;1.0;2693-4241;1.0;4233-6597;1.0;Mammalia;
ON979522;ON979522.1;"Human astrovirus strain CMH-S059-15 putative serine protease (ORF1a) and RNA-dependent RNA polymerase (ORF1b) genes, partial cds; and capsid protein (ORF2) gene, complete cds";19-MAR-2023;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;6614.0;Kumthip,K., Wei,H., Khamrin,P. and Maneekarn,N.;CMH-S059-15;;Thailand;;08-Apr-2015;stool;Homo sapiens;No;3.0;No;No;0-2760;1.0;2699-4247;1.0;4239-6603;1.0;Mammalia;
ON979521;ON979521.1;"Human astrovirus strain CMH-N178-12 putative serine protease (ORF1a) and RNA-dependent RNA polymerase (ORF1b) genes, partial cds; and capsid protein (ORF2) gene, complete cds";19-MAR-2023;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;6607.0;Kumthip,K., Wei,H., Khamrin,P. and Maneekarn,N.;CMH-N178-12;;Thailand;;11-Dec-2012;stool;Homo sapiens;No;3.0;No;No;0-2757;1.0;2696-4244;1.0;4236-6600;1.0;Mammalia;
ON954324;ON954324.1;Goose astrovirus strain GAsTV/2021/CHN, complete genome;18-MAR-2023;Goose astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus";;Astroviridae;7210.0;Wang,X.;GAsTV/2021/CHN;;China;;2021;tissue;goose;No;3.0;No;No;59-3314;1.0;3304-4855;1.0;4873-6988;1.0;Aves;
