GBAC,1A,1A-strand,1B,1B-strand,2,2-strand
OQ198045,18-2736,1,2687-4223,1,4035-6528,1
OQ198044,15-2337,1,2300-3818,1,NA-NA,NA
OQ198043,270-2604,1,2561-4076,1,4065-6312,1
OQ198042,385-2836,1,2790-4299,1,4243-6478,1
OQ198041,178-2935,1,2886-4422,1,4234-6736,1
OQ198040,5-2762,1,2713-4249,1,4061-6563,1
OQ198039,44-2762,1,2713-4249,1,3977-6554,1
OQ198038,1363-4120,1,4071-5607,1,5419-7921,1
OQ198037,NA-NA,NA,NA-NA,NA,5784-8295,1
OQ198036,NA-NA,NA,NA-NA,NA,4394-6905,1
OQ198035,213-2931,1,2882-4418,1,4230-6723,1
OQ198034,NA-NA,NA,NA-NA,NA,4127-6638,1
OQ198033,190-2875,1,2832-4362,1,4174-6652,1
ON885952,33-2487,1,2441-3950,1,3894-6094,1
ON885951,16-2470,1,2417-3936,1,3928-6151,1
ON885950,16-2470,1,2417-3936,1,3928-6151,1
ON885949,16-2473,1,2420-3969,1,5902-7714,1
OM469246,NA-NA,NA,2-737,1,761-2780,1
OM469245,NA-NA,NA,3418-4978,1,5002-7234,1
OM469244,NA-NA,NA,3431-4991,1,5015-7045,1
OM469243,NA-NA,NA,2268-3828,1,3852-6027,1
OM469242,NA-NA,NA,3422-4982,1,5006-7223,1
OM469241,NA-NA,NA,403-1963,1,1987-3873,1
OM469240,NA-NA,NA,3423-4983,1,5008-7225,1
OM469239,NA-NA,NA,3419-4979,1,5003-7220,1
OM469238,NA-NA,NA,3465-5025,1,5049-7116,1
OM469237,0-1560,1,1559-3083,1,3102-5130,1
OM469236,14-3044,1,3043-4567,1,4586-6620,1
OM469235,19-3049,1,3048-4572,1,4591-6625,1
OM469234,6-3036,1,3035-4559,1,4578-6612,1
OM469233,21-3051,1,3050-4574,1,4593-6627,1
OM469232,13-3043,1,3042-4566,1,4585-6619,1
OM469231,14-3053,1,3052-4576,1,4595-6626,1
OM469230,0-2274,1,2273-3797,1,3816-5847,1
OM469229,5-3044,1,3043-4567,1,4586-6617,1
OP556137,NA-NA,NA,3245-4796,1,4814-6929,1
OP331312,14-2348,1,2305-3820,1,3809-6032,1
ON624279,14-2348,1,2311-3820,1,3809-6044,1
ON624264,33-2487,1,2459-3950,1,3894-6077,1
ON624259,31-2482,1,2481-3945,1,3889-6023,1
ON624284,32-2486,1,2446-3949,1,3893-6209,1
ON624283,31-2482,1,2460-3945,1,3889-6121,1
ON624282,37-2491,1,2424-3954,1,3898-6211,1
ON624281,31-2485,1,2463-3948,1,3892-6214,1
ON624280,35-2489,1,2458-3952,1,3944-6230,1
ON624278,34-2488,1,2448-3951,1,3895-6187,1
ON624277,34-2488,1,2448-3951,1,3895-6277,1
ON624276,33-2487,1,2459-3950,1,3894-6207,1
ON624275,34-2488,1,2442-3951,1,3895-6208,1
ON624274,32-2483,1,2479-3946,1,3890-6113,1
ON624273,33-2487,1,2459-3950,1,3894-6198,1
ON624272,37-2491,1,2463-3954,1,3898-6211,1
ON624271,18-2352,1,2675-3824,1,3813-6036,1
ON624270,31-2482,1,2436-3945,1,3889-6121,1
ON624269,27-2481,1,2435-3944,1,3888-6210,1
ON624268,36-2490,1,2444-3953,1,3945-6231,1
ON624267,100-2554,1,2508-4017,1,3961-6274,1
ON624266,36-2490,1,2444-3953,1,3897-6216,1
ON624265,94-2548,1,2502-4011,1,3955-6268,1
ON624263,12-2349,1,2672-3821,1,3810-6048,1
ON624262,78-2529,1,2525-3992,1,3936-6159,1
ON624261,12-2346,1,2759-3818,1,3807-6045,1
ON624260,21-2355,1,2678-3827,1,3816-6039,1
ON624258,36-2484,1,2483-3947,1,3891-6120,1
ON624257,43-2380,1,2379-3852,1,3790-6070,1
ON624256,80-2417,1,2416-3889,1,3827-6107,1
ON624255,33-2487,1,2441-3950,1,3894-6207,1
ON624254,11-2345,1,2344-3817,1,3806-6047,1
ON624253,14-2351,1,2347-3823,1,3761-6041,1
ON624252,28-2554,1,2553-4026,1,4009-6223,1
ON624251,12-2349,1,2303-3821,1,3759-6039,1
ON669289,2-289,1,NA-NA,NA,NA-NA,NA
ON669288,2-289,1,NA-NA,NA,NA-NA,NA
ON669287,2-289,1,NA-NA,NA,NA-NA,NA
ON669286,2-289,1,NA-NA,NA,NA-NA,NA
ON669285,2-289,1,NA-NA,NA,NA-NA,NA
ON669284,2-289,1,NA-NA,NA,NA-NA,NA
ON571598,80-2843,1,2782-4330,1,4322-6638,1
ON571597,83-2891,1,2830-4378,1,4370-6734,1
ON571596,83-2891,1,2830-4378,1,4370-6734,1
ON571595,78-2877,1,2816-4364,1,4356-6708,1
ON571594,82-2884,1,2823-4371,1,4363-6727,1
OM892279,1-2662,1,2682-4110,1,NA-NA,NA
OM892278,NA-NA,NA,0-1167,1,NA-NA,NA
ON552247,0-1761,1,1712-3233,1,3222-5349,1
ON391462,NA-NA,NA,NA-NA,NA,30-2508,1
ON376722,NA-NA,NA,3258-4809,1,4827-6942,1
OP076766,42-2517,1,2469-3980,1,3972-6273,1
OP076765,39-2511,1,2463-3974,1,3966-6249,1
OP076764,NA-NA,NA,0-372,1,NA-NA,NA
OP076763,NA-NA,NA,0-372,1,NA-NA,NA
OP076762,NA-NA,NA,0-372,1,NA-NA,NA
OP076761,NA-NA,NA,0-372,1,NA-NA,NA
OP076760,NA-NA,NA,0-372,1,NA-NA,NA
OP076759,NA-NA,NA,0-372,1,NA-NA,NA
OP076758,NA-NA,NA,0-372,1,NA-NA,NA
OP076757,NA-NA,NA,0-372,1,NA-NA,NA
OP076756,NA-NA,NA,0-372,1,NA-NA,NA
OP076755,NA-NA,NA,0-372,1,NA-NA,NA
OP076754,NA-NA,NA,0-372,1,NA-NA,NA
OP076753,NA-NA,NA,0-372,1,NA-NA,NA
OP076752,NA-NA,NA,0-366,1,NA-NA,NA
OP076751,NA-NA,NA,0-366,1,NA-NA,NA
OP076750,10-2485,1,2437-3948,1,3940-6241,1
OP076749,17-2492,1,2444-3955,1,3947-6248,1
OP076748,21-2496,1,2448-3959,1,3951-6213,1
OP076747,0-2475,1,2427-3938,1,3930-6207,1
OP076746,0-1587,1,1539-3050,1,3042-5319,1
OP076745,NA-NA,NA,2-1274,1,1266-3534,1
OP076744,2-1598,1,1550-3061,1,3053-5354,1
OP076743,NA-NA,NA,0-723,1,715-3010,1
ON205965,10-3265,1,3255-4806,1,4824-6939,1
OM811458,18-3273,1,3263-4814,1,4832-6947,1
ON191568,39-2373,1,2324-3845,1,3834-6045,1
OP820521,0-846,1,NA-NA,NA,NA-NA,NA
ON156528,18-3273,1,3263-4814,1,4832-6947,1
ON964512,13-3058,1,3051-4578,1,4597-6637,1
OP432301,53-2816,1,2755-4303,1,4295-6611,1
OP432300,53-2816,1,2755-4303,1,4295-6611,1
OP432299,53-2816,1,2755-4303,1,4295-6611,1
OP432298,53-2816,1,2755-4303,1,4295-6611,1
OP432297,53-2816,1,2755-4303,1,4295-6611,1
OP432296,53-2816,1,2755-4303,1,4295-6611,1
OP432295,53-2816,1,2755-4303,1,4295-6611,1
OP432294,53-2816,1,2755-4303,1,4295-6611,1
OP432293,53-2816,1,2755-4303,1,4295-6611,1
MW450837,61-1777,1,1773-3306,1,3289-5659,1
OQ110736,46-2848,1,2787-4335,1,4327-6679,1
OQ110735,46-2848,1,2787-4335,1,4327-6679,1
OQ110734,43-2845,1,2784-4332,1,4324-6676,1
OQ110733,39-2841,1,2780-4328,1,4320-6672,1
OQ110732,45-2847,1,2786-4334,1,4326-6678,1
OQ110731,41-2843,1,2782-4330,1,4322-6674,1
OP381862,NA-NA,NA,0-285,1,277-771,1
OP381861,NA-NA,NA,2-287,1,279-774,1
OP381860,NA-NA,NA,2-287,1,279-774,1
OP381859,NA-NA,NA,2-266,1,258-553,1
OP381858,NA-NA,NA,1-286,1,278-771,1
OP381857,NA-NA,NA,1-286,1,278-773,1
OP381855,NA-NA,NA,2-287,1,279-602,1
OP381854,NA-NA,NA,1-286,1,278-731,1
OP381853,NA-NA,NA,0-288,1,280-774,1
OP381852,NA-NA,NA,1-280,1,272-777,1
OP381850,NA-NA,NA,2-287,1,279-774,1
OP381849,NA-NA,NA,0-288,1,280-777,1
OP381848,NA-NA,NA,0-288,1,280-778,1
OP381847,NA-NA,NA,1-289,1,281-774,1
OP381846,NA-NA,NA,0-249,1,241-738,1
OP381845,NA-NA,NA,2-254,1,246-748,1
OP381844,NA-NA,NA,2-290,1,282-779,1
OP381843,NA-NA,NA,1-286,1,278-773,1
OP381842,NA-NA,NA,1-286,1,278-773,1
OP381841,NA-NA,NA,2-287,1,279-774,1
OP381840,NA-NA,NA,2-293,1,285-787,1
OP381839,NA-NA,NA,2-287,1,279-774,1
OP381838,NA-NA,NA,1-286,1,278-772,1
OP381837,NA-NA,NA,0-240,1,229-675,1
OP381836,NA-NA,NA,2-287,1,279-774,1
OP381835,NA-NA,NA,0-297,1,289-785,1
OP381834,NA-NA,NA,0-288,1,280-776,1
OP381832,NA-NA,NA,2-287,1,279-766,1
OP381830,NA-NA,NA,2-287,1,279-774,1
OP381829,NA-NA,NA,2-287,1,279-774,1
OP381828,NA-NA,NA,0-288,1,280-778,1
OP381826,NA-NA,NA,0-285,1,277-759,1
OP381824,NA-NA,NA,2-287,1,279-781,1
OP381823,NA-NA,NA,0-285,1,277-785,1
ON745304,18-3273,1,3263-4814,1,4832-6947,1
OM937013,18-3273,1,3263-4814,1,4832-6947,1
OP413962,NA-NA,NA,NA-NA,NA,1274-3398,1
OP413949,NA-NA,NA,NA-NA,NA,1393-3826,1
OP413943,18-2553,1,NA-NA,NA,NA-NA,NA
OP413966,45-2538,1,NA-NA,NA,3888-6336,1
OP413965,NA-NA,NA,NA-NA,NA,4082-6473,1
OP413963,NA-NA,NA,NA-NA,NA,3826-5877,1
OP413960,7-2500,1,NA-NA,NA,3850-6280,1
OP413959,46-2596,1,NA-NA,NA,4033-6601,1
OP413958,0-2649,1,NA-NA,NA,4086-6314,1
OP413957,NA-NA,NA,NA-NA,NA,4037-6470,1
OP413956,NA-NA,NA,NA-NA,NA,NA-NA,NA
OP413955,NA-NA,NA,NA-NA,NA,3891-6195,1
OP413954,0-2556,1,NA-NA,NA,3993-6546,1
OP413953,5-2636,1,NA-NA,NA,4073-6581,1
OP413951,35-2585,1,NA-NA,NA,4022-6391,1
OP413950,NA-NA,NA,NA-NA,NA,NA-NA,NA
OP413948,1-2494,1,NA-NA,NA,3949-6244,1
OP413947,26-2501,1,NA-NA,NA,3908-6281,1
OP413946,2-2414,1,NA-NA,NA,4520-6896,1
OP413945,13-2506,1,NA-NA,NA,3913-6217,1
OP413942,43-2593,1,NA-NA,NA,4030-6544,1
OP413941,35-2510,1,NA-NA,NA,3917-6326,1
MT981054,NA-NA,NA,NA-NA,NA,0-222,1
MT981053,NA-NA,NA,NA-NA,NA,1-222,1
MT981052,NA-NA,NA,NA-NA,NA,2-218,1
ON595840,NA-NA,NA,NA-NA,NA,1-820,1
ON595839,NA-NA,NA,NA-NA,NA,1-1158,1
OL762473,13-3268,1,3259-4809,1,4827-6942,1
ON595841,NA-NA,NA,1-574,1,NA-NA,NA
ON595838,NA-NA,NA,2-640,1,NA-NA,NA
ON595837,NA-NA,NA,NA-NA,NA,0-1915,1
ON595836,NA-NA,NA,0-607,1,NA-NA,NA
ON595835,2-218,1,232-1110,1,NA-NA,NA
ON595834,NA-NA,NA,NA-NA,NA,1-1313,1
ON595833,NA-NA,NA,0-51,1,43-2411,1
ON595832,NA-NA,NA,0-69,1,61-2512,1
ON595831,65-2810,1,2824-4297,1,4289-6740,1
ON595830,67-2812,1,2826-4299,1,4291-6742,1
ON595829,58-2803,1,2817-4290,1,4282-6720,1
ON595828,NA-NA,NA,NA-NA,NA,2-2067,1
ON595827,61-2806,1,2820-4293,1,4285-6736,1
ON595826,55-2800,1,2814-4287,1,4279-6730,1
ON595825,60-2805,1,2819-4292,1,4284-6735,1
ON595824,57-2802,1,2816-4289,1,4281-6732,1
OM103852,NA-NA,NA,NA-NA,NA,0-417,1
OM103851,NA-NA,NA,NA-NA,NA,0-417,1
OM103850,NA-NA,NA,NA-NA,NA,0-417,1
OM103849,NA-NA,NA,NA-NA,NA,0-417,1
OM103848,NA-NA,NA,NA-NA,NA,0-417,1
OM103847,NA-NA,NA,NA-NA,NA,0-417,1
OM103846,NA-NA,NA,NA-NA,NA,0-417,1
OM103845,NA-NA,NA,NA-NA,NA,0-417,1
OM103844,NA-NA,NA,NA-NA,NA,0-417,1
OM103843,NA-NA,NA,NA-NA,NA,0-417,1
OM103842,NA-NA,NA,NA-NA,NA,0-417,1
OM103841,NA-NA,NA,NA-NA,NA,0-417,1
OM103840,NA-NA,NA,NA-NA,NA,0-417,1
OM103839,NA-NA,NA,NA-NA,NA,0-417,1
OM103838,NA-NA,NA,NA-NA,NA,0-417,1
OM103837,NA-NA,NA,NA-NA,NA,0-417,1
OM103836,NA-NA,NA,NA-NA,NA,0-417,1
OM103835,NA-NA,NA,NA-NA,NA,0-417,1
OM103834,NA-NA,NA,NA-NA,NA,0-417,1
OM103833,NA-NA,NA,NA-NA,NA,0-417,1
OM103832,NA-NA,NA,NA-NA,NA,0-417,1
OM103831,NA-NA,NA,NA-NA,NA,0-417,1
OM103830,NA-NA,NA,NA-NA,NA,0-417,1
OM103829,NA-NA,NA,NA-NA,NA,0-417,1
OM103828,NA-NA,NA,NA-NA,NA,0-417,1
OM103827,NA-NA,NA,NA-NA,NA,0-417,1
OM103826,NA-NA,NA,NA-NA,NA,0-417,1
OM103825,NA-NA,NA,NA-NA,NA,0-417,1
OM103824,NA-NA,NA,NA-NA,NA,0-417,1
OM103823,NA-NA,NA,NA-NA,NA,0-417,1
OM103822,NA-NA,NA,NA-NA,NA,0-417,1
OM103821,NA-NA,NA,NA-NA,NA,0-417,1
OM103820,NA-NA,NA,NA-NA,NA,0-417,1
OM103819,NA-NA,NA,NA-NA,NA,0-417,1
OM103818,NA-NA,NA,NA-NA,NA,0-417,1
OM103817,NA-NA,NA,NA-NA,NA,0-417,1
OM103816,NA-NA,NA,NA-NA,NA,0-417,1
OM103815,NA-NA,NA,NA-NA,NA,0-417,1
OM103814,NA-NA,NA,NA-NA,NA,0-417,1
OM103813,NA-NA,NA,NA-NA,NA,0-417,1
OM103812,NA-NA,NA,NA-NA,NA,0-417,1
OM103811,NA-NA,NA,NA-NA,NA,0-417,1
OM103810,NA-NA,NA,NA-NA,NA,0-417,1
OM103809,NA-NA,NA,NA-NA,NA,0-417,1
OM103808,NA-NA,NA,NA-NA,NA,0-417,1
OM103807,NA-NA,NA,NA-NA,NA,0-417,1
OM103806,NA-NA,NA,NA-NA,NA,0-417,1
OM103805,NA-NA,NA,NA-NA,NA,0-417,1
OM103804,NA-NA,NA,NA-NA,NA,0-417,1
OM103803,NA-NA,NA,NA-NA,NA,0-417,1
OM103802,NA-NA,NA,NA-NA,NA,0-426,1
OM103801,NA-NA,NA,NA-NA,NA,0-426,1
OM103800,NA-NA,NA,NA-NA,NA,0-426,1
OM103799,NA-NA,NA,NA-NA,NA,0-426,1
OM103798,NA-NA,NA,NA-NA,NA,0-426,1
OM066895,10-3265,1,3255-4806,1,4824-6939,1
OM066894,10-3265,1,3255-4806,1,4824-6939,1
OM066893,10-3265,1,3255-4806,1,4824-6939,1
OM066892,10-3265,1,3255-4806,1,4824-6939,1
OK491635,14-2771,1,2791-4219,1,4205-5712,1
OL853843,245-3350,1,3340-4891,1,4909-7024,1
OM047214,NA-NA,NA,2-441,1,NA-NA,NA
OM047213,NA-NA,NA,2-441,1,NA-NA,NA
OM047212,NA-NA,NA,2-444,1,NA-NA,NA
OM047211,NA-NA,NA,2-441,1,NA-NA,NA
OM047210,NA-NA,NA,2-426,1,NA-NA,NA
OM047209,NA-NA,NA,2-441,1,NA-NA,NA
OM047208,NA-NA,NA,2-441,1,NA-NA,NA
OL695857,44-2519,1,2469-3982,1,3974-6266,1
OL695856,47-2522,1,2472-3985,1,3977-6353,1
OL695855,47-2522,1,2472-3985,1,3977-6296,1
OL695854,50-2525,1,2475-3988,1,3980-6293,1
OL695853,38-2516,1,2466-3979,1,3971-6290,1
OL695852,40-2515,1,2465-3978,1,3970-6253,1
OL695851,38-2513,1,2463-3976,1,3968-6335,1
OL695850,94-2737,1,2665-4182,1,4174-6688,1
OL695849,8-2639,1,2567-4084,1,NA-NA,NA
OL695848,39-2673,1,2601-4118,1,4110-6675,1
OL689632,47-2771,1,2705-4258,1,4250-6602,1
OM719749,0-3255,1,NA-NA,NA,4811-6926,1
BK061393,NA-NA,NA,NA-NA,NA,0-1852,1
OK274244,NA-NA,NA,NA-NA,NA,0-2025,1
OK274243,NA-NA,NA,NA-NA,NA,0-2022,1
OK274242,NA-NA,NA,NA-NA,NA,0-2028,1
OK274241,NA-NA,NA,NA-NA,NA,0-2022,1
OK274240,NA-NA,NA,NA-NA,NA,0-2049,1
OK274239,NA-NA,NA,NA-NA,NA,0-2022,1
OK274238,NA-NA,NA,NA-NA,NA,0-2022,1
OK274237,NA-NA,NA,NA-NA,NA,0-2040,1
OK274236,NA-NA,NA,NA-NA,NA,0-2232,1
OK274235,NA-NA,NA,NA-NA,NA,0-2232,1
OK274234,NA-NA,NA,NA-NA,NA,0-2232,1
OK274233,NA-NA,NA,NA-NA,NA,0-2232,1
OK274232,NA-NA,NA,NA-NA,NA,0-2232,1
OK274231,NA-NA,NA,NA-NA,NA,0-2232,1
OM100603,11-3266,1,3256-4807,1,4825-6940,1
OM100602,13-3268,1,3258-4809,1,4827-6942,1
OM100601,13-3268,1,3258-4809,1,4827-6942,1
OM100600,13-3268,1,3258-4809,1,4827-6942,1
OM100599,13-3268,1,3258-4809,1,4827-6942,1
OM100598,13-3268,1,3258-4809,1,4827-6942,1
OM100597,11-3266,1,3256-4807,1,4825-6940,1
OM100596,11-3266,1,3256-4807,1,4825-6940,1
OM100595,11-3266,1,3256-4807,1,4825-6940,1
OM100594,13-3268,1,3258-4809,1,4827-6942,1
OM100593,11-3266,1,3256-4807,1,4825-6940,1
OM100592,11-3266,1,3256-4807,1,4825-6940,1
OM100591,13-3268,1,3258-4809,1,4827-6942,1
OM100590,7-3262,1,3252-4803,1,4822-6937,1
OM455389,18-3273,1,3263-4814,1,4832-6947,1
OM455388,18-3273,1,3263-4814,1,4832-6947,1
OM264914,22-3304,1,3294-4839,1,4868-6983,1
OM264913,22-3304,1,3294-4839,1,4868-6983,1
OM264912,22-3304,1,3294-4839,1,4868-6983,1
OM264911,22-3304,1,3294-4839,1,4868-6983,1
OM200916,22-3304,1,3294-4839,1,4868-6983,1
OP093958,46-2716,1,2667-4203,1,4015-6520,1
OP093957,45-2715,1,2666-4202,1,4014-6446,1
ON792972,5-2639,1,2572-4084,1,4076-6513,1
ON792971,5-2639,1,2572-4084,1,4076-6513,1
ON792970,5-2639,1,2572-4084,1,4076-6513,1
ON792969,5-2639,1,2572-4084,1,4076-6513,1
ON792968,5-2639,1,2572-4084,1,4076-6513,1
ON792967,5-2639,1,2572-4084,1,4076-6513,1
ON715001,30-2522,1,2521-4091,1,3894-6348,1
ON714997,51-2478,1,2477-3989,1,3933-6234,1
ON714996,51-2478,1,2477-3989,1,3933-6234,1
OP482149,NA-NA,NA,0-351,1,NA-NA,NA
OP482148,NA-NA,NA,0-378,1,NA-NA,NA
OP482147,NA-NA,NA,0-378,1,NA-NA,NA
OP482146,NA-NA,NA,0-378,1,NA-NA,NA
OP482145,NA-NA,NA,0-380,1,NA-NA,NA
OP482144,NA-NA,NA,0-366,1,NA-NA,NA
OP482143,NA-NA,NA,0-366,1,NA-NA,NA
OP482142,NA-NA,NA,0-366,1,NA-NA,NA
OP482141,NA-NA,NA,0-366,1,NA-NA,NA
OP482140,NA-NA,NA,0-366,1,NA-NA,NA
OP482139,NA-NA,NA,0-366,1,NA-NA,NA
OP482138,NA-NA,NA,0-366,1,NA-NA,NA
OP482137,NA-NA,NA,0-366,1,NA-NA,NA
OP482136,NA-NA,NA,0-366,1,NA-NA,NA
OP482135,NA-NA,NA,0-366,1,NA-NA,NA
OP482134,NA-NA,NA,0-366,1,NA-NA,NA
OP482133,NA-NA,NA,0-363,1,NA-NA,NA
OP482132,NA-NA,NA,0-363,1,NA-NA,NA
OP482131,NA-NA,NA,0-369,1,NA-NA,NA
OP482130,NA-NA,NA,0-369,1,NA-NA,NA
OP482129,NA-NA,NA,0-369,1,NA-NA,NA
OP482128,NA-NA,NA,0-339,1,NA-NA,NA
OP482127,NA-NA,NA,0-294,1,NA-NA,NA
OP482126,NA-NA,NA,0-339,1,NA-NA,NA
OP482125,NA-NA,NA,0-351,1,NA-NA,NA
OP482124,NA-NA,NA,0-351,1,NA-NA,NA
OP482123,NA-NA,NA,0-351,1,NA-NA,NA
OP482122,NA-NA,NA,0-351,1,NA-NA,NA
OP482121,NA-NA,NA,0-351,1,NA-NA,NA
OP482120,NA-NA,NA,0-345,1,NA-NA,NA
OP482119,NA-NA,NA,0-351,1,NA-NA,NA
OP482118,NA-NA,NA,0-351,1,NA-NA,NA
OP482117,NA-NA,NA,0-351,1,NA-NA,NA
OP482116,NA-NA,NA,0-351,1,NA-NA,NA
OP482115,NA-NA,NA,0-351,1,NA-NA,NA
OP482114,NA-NA,NA,0-351,1,NA-NA,NA
OP482113,NA-NA,NA,0-351,1,NA-NA,NA
OP482112,NA-NA,NA,0-351,1,NA-NA,NA
OP482111,NA-NA,NA,0-351,1,NA-NA,NA
OP482110,NA-NA,NA,0-351,1,NA-NA,NA
OP482109,NA-NA,NA,0-336,1,NA-NA,NA
OP482108,NA-NA,NA,0-354,1,NA-NA,NA
OP482107,NA-NA,NA,0-354,1,NA-NA,NA
OP482106,NA-NA,NA,0-354,1,NA-NA,NA
OP482105,NA-NA,NA,0-354,1,NA-NA,NA
OP482104,NA-NA,NA,0-354,1,NA-NA,NA
OP482103,NA-NA,NA,0-354,1,NA-NA,NA
OP482102,NA-NA,NA,0-354,1,NA-NA,NA
OP482101,NA-NA,NA,0-378,1,NA-NA,NA
OP482100,NA-NA,NA,0-378,1,NA-NA,NA
OP482099,NA-NA,NA,0-369,1,NA-NA,NA
OP482098,NA-NA,NA,0-363,1,NA-NA,NA
OM451103,NA-NA,NA,0-3879,1,NA-NA,NA
OL982615,13-3268,1,3258-4809,1,4827-6942,1
OL982614,13-3268,1,3258-4809,1,4827-6942,1
OL982613,13-3268,1,3258-4809,1,4827-6942,1
OL963558,13-3268,1,3258-4809,1,4827-6942,1
OL963557,13-3268,1,3258-4809,1,4827-6942,1
OL963556,13-3268,1,3258-4809,1,4827-6942,1
OL963555,13-3268,1,3258-4809,1,4827-6942,1
OP524618,NA-NA,NA,0-705,1,697-877,1
OP524617,NA-NA,NA,0-705,1,697-877,1
OP524616,NA-NA,NA,0-705,1,697-877,1
OP524615,NA-NA,NA,0-705,1,697-877,1
OP524614,NA-NA,NA,0-705,1,697-877,1
OP524613,NA-NA,NA,0-702,1,694-1273,1
OP524612,NA-NA,NA,0-702,1,694-1273,1
OP524611,NA-NA,NA,0-702,1,694-1273,1
OP524610,NA-NA,NA,0-702,1,694-1273,1
OP524609,NA-NA,NA,0-702,1,694-1273,1
OP524608,NA-NA,NA,0-702,1,694-1273,1
OP524607,NA-NA,NA,0-702,1,694-1273,1
OP524606,NA-NA,NA,0-702,1,694-1273,1
OP524605,NA-NA,NA,0-702,1,694-1273,1
OP524604,NA-NA,NA,0-702,1,694-1273,1
OP524603,NA-NA,NA,0-702,1,694-1273,1
OP524602,NA-NA,NA,0-702,1,694-1273,1
OP524601,NA-NA,NA,0-702,1,694-1273,1
OP524600,NA-NA,NA,0-702,1,694-1273,1
OP524599,NA-NA,NA,0-702,1,694-1273,1
OP524598,NA-NA,NA,0-327,1,316-924,1
OP524597,NA-NA,NA,0-327,1,316-924,1
OP524596,NA-NA,NA,0-331,1,NA-NA,NA
OP524595,NA-NA,NA,0-331,1,NA-NA,NA
OP524594,NA-NA,NA,0-331,1,NA-NA,NA
OP524593,NA-NA,NA,0-331,1,NA-NA,NA
OP524592,NA-NA,NA,1-350,1,NA-NA,NA
OP524591,NA-NA,NA,1-350,1,NA-NA,NA
OP524590,NA-NA,NA,1-350,1,NA-NA,NA
OP524589,NA-NA,NA,1-350,1,NA-NA,NA
OP524588,NA-NA,NA,1-350,1,NA-NA,NA
OP524587,NA-NA,NA,1-350,1,NA-NA,NA
OP524586,NA-NA,NA,1-350,1,NA-NA,NA
OP524585,NA-NA,NA,1-350,1,NA-NA,NA
OP524584,NA-NA,NA,1-350,1,NA-NA,NA
OP524583,NA-NA,NA,1-350,1,NA-NA,NA
OP524582,NA-NA,NA,1-350,1,NA-NA,NA
OP524581,NA-NA,NA,1-350,1,NA-NA,NA
OP524580,NA-NA,NA,1-350,1,NA-NA,NA
OP524579,NA-NA,NA,1-350,1,NA-NA,NA
OP474168,NA-NA,NA,NA-NA,NA,NA-NA,NA
ON733251,43-2713,1,2664-4200,1,4012-6487,1
OP020131,10-3265,1,3255-4806,1,4824-6939,1
OL536330,18-3273,1,3263-4814,1,4832-6947,1
ON715000,1980-2526,1,NA-NA,NA,5658-6321,1
ON714999,51-2477,1,2476-3989,1,3933-6321,1
ON714998,51-2477,1,2476-3989,1,3933-6321,1
ON093075,NA-NA,NA,0-336,1,NA-NA,NA
OK483336,NA-NA,NA,NA-NA,NA,NA-NA,NA
OK483335,NA-NA,NA,NA-NA,NA,NA-NA,NA
MZ325440,NA-NA,NA,NA-NA,NA,0-2208,1
MZ325439,NA-NA,NA,NA-NA,NA,0-2208,1
MZ325438,NA-NA,NA,NA-NA,NA,0-2208,1
MZ325437,NA-NA,NA,NA-NA,NA,0-2211,1
MZ325436,NA-NA,NA,NA-NA,NA,0-2208,1
MZ325435,NA-NA,NA,NA-NA,NA,0-2208,1
MZ325434,NA-NA,NA,NA-NA,NA,0-2208,1
MZ325433,NA-NA,NA,NA-NA,NA,0-2208,1
MZ325432,NA-NA,NA,NA-NA,NA,0-2208,1
MZ325431,NA-NA,NA,NA-NA,NA,0-2208,1
MZ325430,NA-NA,NA,NA-NA,NA,0-2334,1
MZ325429,NA-NA,NA,NA-NA,NA,0-2316,1
MZ325428,NA-NA,NA,NA-NA,NA,0-2334,1
MZ325427,NA-NA,NA,NA-NA,NA,0-2331,1
MZ325426,NA-NA,NA,NA-NA,NA,0-2343,1
MZ325425,NA-NA,NA,NA-NA,NA,0-2211,1
MZ325424,NA-NA,NA,NA-NA,NA,0-2319,1
ON792974,100-2719,1,2680-4191,1,4036-6382,1
ON792973,100-2719,1,2680-4191,1,4036-6382,1
ON893140,1-643,1,642-2189,1,NA-NA,NA
ON893139,0-690,1,689-2227,1,NA-NA,NA
OL345584,7-2521,1,2460-3969,1,3961-6433,1
OL345583,7-2521,1,2460-3969,1,3961-6433,1
MW385414,1-2626,1,2829-4128,1,4131-6480,1
MW385413,4-2629,1,2832-4131,1,4134-6504,1
MW385412,7-2632,1,2709-4128,1,4099-6152,1
MW855893,NA-NA,NA,0-360,1,NA-NA,NA
OP020145,NA-NA,NA,NA-NA,NA,676-1584,1
OP020144,154-1745,1,NA-NA,NA,NA-NA,NA
MW786757,22-3304,1,3294-4839,1,4868-6983,1
ON571550,2-2756,1,2698-4204,1,4196-6647,1
MW787033,NA-NA,NA,0-199,1,NA-NA,NA
MW787031,NA-NA,NA,2-198,1,NA-NA,NA
MW787030,NA-NA,NA,0-200,1,NA-NA,NA
MW787029,NA-NA,NA,0-199,1,NA-NA,NA
MW787028,NA-NA,NA,1-219,1,NA-NA,NA
MW787027,NA-NA,NA,2-200,1,NA-NA,NA
MW787026,NA-NA,NA,0-220,1,NA-NA,NA
MW787025,NA-NA,NA,2-204,1,NA-NA,NA
