Accession	LOCUS	Version	GenBank title	Release date	Organism name	Virus Lineage	Species	Family	Length	Reference_title	Submitters	PUBMED_ID	Strain	Isolate	Geo location	Country	Collection date	Tissue/Specimen/Source	Host	Environmental	CDS count	Artificial	UNVERIFIED	1A	1A-strand	1B	1B-strand	2	2-strand	host_clean	Host_species	Host_genus	Host_family	Host_order	Host_class	Host_phylum	Host_kingdom	Species_ICTV	virus_name
OR134380	OR134380	OR134380.1	Mamastrovirus sp. strain 19Q1/02/Jining/HAstV-5 capsid protein (ORF2) gene, complete cds	05-SEP-2023	Mamastrovirus sp.	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	2352	Direct Submission	Tao,Z.		19Q1/02/Jining/HAstV-5		China: Shandong		2019	sewage	Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-2352	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
OR134379	OR134379	OR134379.1	Mamastrovirus sp. strain 19Q1/01/Jining/HAstV-1 capsid protein (ORF2) gene, complete cds	05-SEP-2023	Mamastrovirus sp.	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	2364	Direct Submission	Tao,Z.		19Q1/01/Jining/HAstV-1		China: Shandong		2019	sewage	Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-2364	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
OR134378	OR134378	OR134378.1	Mamastrovirus sp. strain 19Q2/13/Jining/HAstV-4 capsid protein (ORF2) gene, complete cds	05-SEP-2023	Mamastrovirus sp.	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	2316	Direct Submission	Tao,Z.		19Q2/13/Jining/HAstV-4		China: Shandong		2019	sewage	Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-2316	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
OR134377	OR134377	OR134377.1	Mamastrovirus sp. strain 19Q2/12/Jining/HAstV-3 capsid protein (ORF2) gene, complete cds	05-SEP-2023	Mamastrovirus sp.	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	2385	Direct Submission	Tao,Z.		19Q2/12/Jining/HAstV-3		China: Shandong		2019	sewage	Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-2385	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
OR134376	OR134376	OR134376.1	Mamastrovirus sp. strain 19Q2/11/Jining/HAstV-2 capsid protein (ORF2) gene, complete cds	05-SEP-2023	Mamastrovirus sp.	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	2400	Direct Submission	Tao,Z.		19Q2/11/Jining/HAstV-2		China: Shandong		2019	sewage	Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-2400	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
OR134375	OR134375	OR134375.1	Mamastrovirus sp. strain 19Q2/10/Jining/VA3 capsid protein (ORF2) gene, complete cds	05-SEP-2023	Mamastrovirus sp.	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	2268	Direct Submission	Tao,Z.		19Q2/10/Jining/VA3		China: Shandong		2019	sewage	Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-2268	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
OR134374	OR134374	OR134374.1	Mamastrovirus sp. strain 19Q2/09/Jining/VA2 capsid protein (ORF2) gene, complete cds	05-SEP-2023	Mamastrovirus sp.	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	2196	Direct Submission	Tao,Z.		19Q2/09/Jining/VA2		China: Shandong		2019	sewage	Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-2196	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
OR134373	OR134373	OR134373.1	Mamastrovirus sp. strain 19Q2/08/Jining/VA1 capsid protein (ORF2) gene, complete cds	05-SEP-2023	Mamastrovirus sp.	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	2277	Direct Submission	Tao,Z.		19Q2/08/Jining/VA1		China: Shandong		2019	sewage	Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-2277	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
OR134372	OR134372	OR134372.1	Mamastrovirus sp. strain 19Q2/07/Jining/HAstV-5 capsid protein (ORF2) gene, complete cds	05-SEP-2023	Mamastrovirus sp.	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	2352	Direct Submission	Tao,Z.		19Q2/07/Jining/HAstV-5		China: Shandong		2019	sewage	Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-2352	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
OR134371	OR134371	OR134371.1	Mamastrovirus sp. strain 19Q2/06/Jining/HAstV-1 capsid protein (ORF2) gene, complete cds	05-SEP-2023	Mamastrovirus sp.	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	2364	Direct Submission	Tao,Z.		19Q2/06/Jining/HAstV-1		China: Shandong		2019	sewage	Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-2364	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
OR134370	OR134370	OR134370.1	Mamastrovirus sp. strain 18Q3/22/Jining/HAstV-3 capsid protein (ORF2) gene, complete cds	05-SEP-2023	Mamastrovirus sp.	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	2385	Direct Submission	Tao,Z.		18Q3/22/Jining/HAstV-3		China: Shandong		2018	sewage	Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-2385	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
OR134369	OR134369	OR134369.1	Mamastrovirus sp. strain 18Q3/21/Jining/VA3 capsid protein (ORF2) gene, complete cds	05-SEP-2023	Mamastrovirus sp.	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	2268	Direct Submission	Tao,Z.		18Q3/21/Jining/VA3		China: Shandong		2018	sewage	Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-2268	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
OR134368	OR134368	OR134368.1	Mamastrovirus sp. strain 18Q3/20/Jining/VA2 capsid protein (ORF2) gene, complete cds	05-SEP-2023	Mamastrovirus sp.	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	2196	Direct Submission	Tao,Z.		18Q3/20/Jining/VA2		China: Shandong		2018	sewage	Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-2196	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
OR134367	OR134367	OR134367.1	Mamastrovirus sp. strain 18Q3/19/Jining/VA1 capsid protein (ORF2) gene, complete cds	05-SEP-2023	Mamastrovirus sp.	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	2277	Direct Submission	Tao,Z.		18Q3/19/Jining/VA1		China: Shandong		2018	sewage	Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-2277	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
OR134366	OR134366	OR134366.1	Mamastrovirus sp. strain 18Q3/18/Jining/HAstV-5 capsid protein (ORF2) gene, complete cds	05-SEP-2023	Mamastrovirus sp.	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	2352	Direct Submission	Tao,Z.		18Q3/18/Jining/HAstV-5		China: Shandong		2018	sewage	Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-2352	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
OR134365	OR134365	OR134365.1	Mamastrovirus sp. strain 18Q3/17/Jining/HAstV-2 capsid protein (ORF2) gene, complete cds	05-SEP-2023	Mamastrovirus sp.	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	2400	Direct Submission	Tao,Z.		18Q3/17/Jining/HAstV-2		China: Shandong		2018	sewage	Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-2400	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
OR134364	OR134364	OR134364.1	Mamastrovirus sp. strain 18Q3/16/Jining/HAstV-1 capsid protein (ORF2) gene, complete cds	05-SEP-2023	Mamastrovirus sp.	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	2364	Direct Submission	Tao,Z.		18Q3/16/Jining/HAstV-1		China: Shandong		2018	sewage	Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-2364	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
OR134363	OR134363	OR134363.1	Mamastrovirus sp. strain 18Q4/30/Jining/MLB1 capsid protein (ORF2) gene, complete cds	05-SEP-2023	Mamastrovirus sp.	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	2271	Direct Submission	Tao,Z.		18Q4/30/Jining/MLB1		China: Shandong		2018	sewage	Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-2271	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
OR134362	OR134362	OR134362.1	Mamastrovirus sp. strain 18Q4/29/Jining/HAstV-4 capsid protein (ORF2) gene, complete cds	05-SEP-2023	Mamastrovirus sp.	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	2316	Direct Submission	Tao,Z.		18Q4/29/Jining/HAstV-4		China: Shandong		2018	sewage	Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-2316	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
OR134361	OR134361	OR134361.1	Mamastrovirus sp. strain 18Q4/28/Jining/VA3 capsid protein (ORF2) gene, complete cds	05-SEP-2023	Mamastrovirus sp.	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	2268	Direct Submission	Tao,Z.		18Q4/28/Jining/VA3		China: Shandong		2018	sewage	Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-2268	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
OR134360	OR134360	OR134360.1	Mamastrovirus sp. strain 18Q4/27/Jining/VA2 capsid protein (ORF2) gene, complete cds	05-SEP-2023	Mamastrovirus sp.	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	2196	Direct Submission	Tao,Z.		18Q4/27/Jining/VA2		China: Shandong		2018	sewage	Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-2196	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
OR134359	OR134359	OR134359.1	Mamastrovirus sp. strain 18Q4/26/Jining/VA1 capsid protein (ORF2) gene, complete cds	05-SEP-2023	Mamastrovirus sp.	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	2277	Direct Submission	Tao,Z.		18Q4/26/Jining/VA1		China: Shandong		2018	sewage	Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-2277	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
OR134358	OR134358	OR134358.1	Mamastrovirus sp. strain 18Q4/25/Jining/HAstV-5 capsid protein (ORF2) gene, complete cds	05-SEP-2023	Mamastrovirus sp.	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	2352	Direct Submission	Tao,Z.		18Q4/25/Jining/HAstV-5		China: Shandong		2018	sewage	Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-2352	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
OR134357	OR134357	OR134357.1	Mamastrovirus sp. strain 18Q4/24/Jining/HAstV-2 capsid protein (ORF2) gene, complete cds	05-SEP-2023	Mamastrovirus sp.	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	2400	Direct Submission	Tao,Z.		18Q4/24/Jining/HAstV-2		China: Shandong		2018	sewage	Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-2400	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
OR134356	OR134356	OR134356.1	Mamastrovirus sp. strain 18Q4/23/Jining/HAstV-1 capsid protein (ORF2) gene, complete cds	05-SEP-2023	Mamastrovirus sp.	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	2364	Direct Submission	Tao,Z.		18Q4/23/Jining/HAstV-1		China: Shandong		2018	sewage	Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-2364	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
OR134355	OR134355	OR134355.1	Mamastrovirus sp. strain 18Q2/15/Jining/VA3 capsid protein (ORF2) gene, complete cds	05-SEP-2023	Mamastrovirus sp.	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	2268	Direct Submission	Tao,Z.		18Q2/15/Jining/VA3		China: Shandong		2018	sewage	Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-2268	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
OR134354	OR134354	OR134354.1	Mamastrovirus sp. strain 18Q2/14/Jining/VA2 capsid protein (ORF2) gene, complete cds	05-SEP-2023	Mamastrovirus sp.	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	2196	Direct Submission	Tao,Z.		18Q2/14/Jining/VA2		China: Shandong		2018	sewage	Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-2196	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
OR134353	OR134353	OR134353.1	Mamastrovirus sp. strain 18Q2/13/Jining/VA1 capsid protein (ORF2) gene, complete cds	05-SEP-2023	Mamastrovirus sp.	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	2277	Direct Submission	Tao,Z.		18Q2/13/Jining/VA1		China: Shandong		2018	sewage	Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-2277	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
OR134352	OR134352	OR134352.1	Mamastrovirus sp. strain 18Q2/12/Jining/HAstV-5 capsid protein (ORF2) gene, complete cds	05-SEP-2023	Mamastrovirus sp.	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	2352	Direct Submission	Tao,Z.		18Q2/12/Jining/HAstV-5		China: Shandong		2018	sewage	Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-2352	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
OR134351	OR134351	OR134351.1	Mamastrovirus sp. strain 18Q2/11/Jining/HAstV-4 capsid protein (ORF2) gene, complete cds	05-SEP-2023	Mamastrovirus sp.	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	2316	Direct Submission	Tao,Z.		18Q2/11/Jining/HAstV-4		China: Shandong		2018	sewage	Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-2316	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
OR134350	OR134350	OR134350.1	Mamastrovirus sp. strain 18Q2/10/Jining/HAstV-2 capsid protein (ORF2) gene, complete cds	05-SEP-2023	Mamastrovirus sp.	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	2400	Direct Submission	Tao,Z.		18Q2/10/Jining/HAstV-2		China: Shandong		2018	sewage	Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-2400	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
OR134349	OR134349	OR134349.1	Mamastrovirus sp. strain 18Q2/09/Jining/HAstV-1 capsid protein (ORF2) gene, complete cds	05-SEP-2023	Mamastrovirus sp.	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	2364	Direct Submission	Tao,Z.		18Q2/09/Jining/HAstV-1		China: Shandong		2018	sewage	Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-2364	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
OR134348	OR134348	OR134348.1	Mamastrovirus sp. strain 18Q1/08/Jining/VA3 capsid protein (ORF2) gene, complete cds	05-SEP-2023	Mamastrovirus sp.	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	2268	Direct Submission	Tao,Z.		18Q1/08/Jining/VA3		China: Shandong		2018	sewage	Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-2268	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
OR134347	OR134347	OR134347.1	Mamastrovirus sp. strain 18Q1/07/Jining/VA2 capsid protein (ORF2) gene, complete cds	05-SEP-2023	Mamastrovirus sp.	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	2196	Direct Submission	Tao,Z.		18Q1/07/Jining/VA2		China: Shandong		2018	sewage	Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-2196	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
OR134346	OR134346	OR134346.1	Mamastrovirus sp. strain 18Q1/06/Jining/VA1 capsid protein (ORF2) gene, complete cds	05-SEP-2023	Mamastrovirus sp.	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	2277	Direct Submission	Tao,Z.		18Q1/06/Jining/VA1		China: Shandong		2018	sewage	Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-2277	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
OR134345	OR134345	OR134345.1	Mamastrovirus sp. strain 18Q1/05/Jining/HAstV-5 capsid protein (ORF2) gene, complete cds	05-SEP-2023	Mamastrovirus sp.	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	2352	Direct Submission	Tao,Z.		18Q1/05/Jining/HAstV-5		China: Shandong		2018	sewage	Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-2352	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
OR134344	OR134344	OR134344.1	Mamastrovirus sp. strain 18Q1/04/Jining/HAstV-4 capsid protein (ORF2) gene, complete cds	05-SEP-2023	Mamastrovirus sp.	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	2316	Direct Submission	Tao,Z.		18Q1/04/Jining/HAstV-4		China: Shandong		2018	sewage	Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-2316	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
OR134343	OR134343	OR134343.1	Mamastrovirus sp. strain 18Q1/03/Jining/HAstV-3 capsid protein (ORF2) gene, complete cds	05-SEP-2023	Mamastrovirus sp.	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	2385	Direct Submission	Tao,Z.		18Q1/03/Jining/HAstV-3		China: Shandong		2018	sewage	Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-2385	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
OR134342	OR134342	OR134342.1	Mamastrovirus sp. strain 18Q1/02/Jining/HAstV-2 capsid protein (ORF2) gene, complete cds	05-SEP-2023	Mamastrovirus sp.	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	2400	Direct Submission	Tao,Z.		18Q1/02/Jining/HAstV-2		China: Shandong		2018	sewage	Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-2400	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
OR134341	OR134341	OR134341.1	Mamastrovirus sp. strain 18Q1/01/Jining/HAstV-1 capsid protein (ORF2) gene, complete cds	05-SEP-2023	Mamastrovirus sp.	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	2364	Direct Submission	Tao,Z.		18Q1/01/Jining/HAstV-1		China: Shandong		2018	sewage	Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-2364	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
MW826483	MW826483	MW826483.1	Avastrovirus sp. isolate YSN01 genomic sequence	05-SEP-2023	Avastrovirus sp.	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus		Astroviridae	6948	RNA virus diversity of birds and small mammals from Qiang-Tibet plateau of China	Zhu,W., Huang,Y. and Yang,J.			YSN01	China		Jul-2019	feces	bird	No	3	No	No	110-2807	1.0	2932-4294	1.0	4312-6829	1.0	Aves					Aves	Chordata	Metazoa	NA	NA
MW826482	MW826482	MW826482.1	Avastrovirus sp. isolate YSN02 genomic sequence	05-SEP-2023	Avastrovirus sp.	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus		Astroviridae	6835	RNA virus diversity of birds and small mammals from Qiang-Tibet plateau of China	Zhu,W., Huang,Y. and Yang,J.			YSN02	China		Jul-2019	feces	bird	No	3	No	No	46-2788	1.0	2988-4377	1.0	4291-6646	1.0	Aves					Aves	Chordata	Metazoa	NA	NA
OQ513257	OQ513257	OQ513257.1	UNVERIFIED: Human astrovirus isolate Salto nonstructural protein-like gene, partial sequence	03-SEP-2023	Human astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	419	Characterization of gastroenteric viruses in cities from the Uruguay river basin	Bortagaray,V., Salvo,M., Mir,D., Colina,R. and Victoria,M.			Salto	Uruguay		Aug-2017	wastewater	Homo sapiens	No	0	No	Yes							Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
OR188805	OR188805	OR188805.1	UNVERIFIED: Caprine astrovirus clone NTO-51 CP sequence	30-AUG-2023	Caprine astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	387	Molecular Identification of Enteric Viruses in Domestic Animals in Northeastern Gabon, Central Africa	Bohou Kombila,L., N'dilimabaka,N., Garcia,D., Rieu,O., Engone Ondo,J.D., Ndong Mebaley,T., Boundenga,L., Fritz,M., Lenguiya,L.H., Maganga,G.D., Leroy,E.M., Becquart,P. and Mombo,I.M.				Gabon		2018	rectal swab	Domestic goat	No	0	No	Yes							Domestic goat	Capra hircus	Capra	Bovidae	Artiodactyla	Mammalia	Chordata	Metazoa	NA	NA
OR188804	OR188804	OR188804.1	UNVERIFIED: Caprine astrovirus clone MDB-23 CP sequence	30-AUG-2023	Caprine astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	369	Molecular Identification of Enteric Viruses in Domestic Animals in Northeastern Gabon, Central Africa	Bohou Kombila,L., N'dilimabaka,N., Garcia,D., Rieu,O., Engone Ondo,J.D., Ndong Mebaley,T., Boundenga,L., Fritz,M., Lenguiya,L.H., Maganga,G.D., Leroy,E.M., Becquart,P. and Mombo,I.M.				Gabon		2018	rectal swab	Domestic goat	No	0	No	Yes							Domestic goat	Capra hircus	Capra	Bovidae	Artiodactyla	Mammalia	Chordata	Metazoa	NA	NA
