,Version,GenBank title,Release date,Organism name,Virus Lineage,Species,Family,Length,Submitters,Strain,Isolate,Geo location,Country,Collection date,Tissue/Specimen/Source,Host,Environmental,CDS count
PV838101,PV838101.1,"Human astrovirus 1 isolate CMH-ST011-23/THA RNA-dependent RNA polymerase (RdRp) gene, partial cds",02-JUL-2025,Human astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis,Mamastrovirus hominis,Astroviridae,311,"Kumthip,K., Khamrin,P. and Maneekarn,N.",NA,CMH-ST011-23/THA,Thailand,NA,03-Feb-2023,stool,Homo sapiens,No,1
PV838100,PV838100.1,"Human astrovirus 1 isolate CMH-SS27-23/THA RNA-dependent RNA polymerase (RdRp) gene, partial cds",02-JUL-2025,Human astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis,Mamastrovirus hominis,Astroviridae,311,"Kumthip,K., Khamrin,P. and Maneekarn,N.",NA,CMH-SS27-23/THA,Thailand,NA,21-Feb-2023,stool,Homo sapiens,No,1
PV838099,PV838099.1,"Human astrovirus 1 isolate CMH-S070-23/THA RNA-dependent RNA polymerase (RdRp) gene, partial cds",02-JUL-2025,Human astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis,Mamastrovirus hominis,Astroviridae,311,"Kumthip,K., Khamrin,P. and Maneekarn,N.",NA,CMH-S070-23/THA,Thailand,NA,31-May-2023,stool,Homo sapiens,No,1
PV838098,PV838098.1,"Human astrovirus 1 isolate CMH-S031-23/THA RNA-dependent RNA polymerase (RdRp) gene, partial cds",02-JUL-2025,Human astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis,Mamastrovirus hominis,Astroviridae,311,"Kumthip,K., Khamrin,P. and Maneekarn,N.",NA,CMH-S031-23/THA,Thailand,NA,16-Feb-2023,stool,Homo sapiens,No,1
PV838097,PV838097.1,"Human astrovirus 1 isolate CMH-S025-23/THA RNA-dependent RNA polymerase (RdRp) gene, partial cds",02-JUL-2025,Human astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis,Mamastrovirus hominis,Astroviridae,311,"Kumthip,K., Khamrin,P. and Maneekarn,N.",NA,CMH-S025-23/THA,Thailand,NA,16-Feb-2023,stool,Homo sapiens,No,1
PV838096,PV838096.1,"Human astrovirus 1 isolate CMH-R008-23/THA RNA-dependent RNA polymerase (RdRp) gene, partial cds",02-JUL-2025,Human astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis,Mamastrovirus hominis,Astroviridae,311,"Kumthip,K., Khamrin,P. and Maneekarn,N.",NA,CMH-R008-23/THA,Thailand,NA,28-Dec-2023,stool,Homo sapiens,No,1
PV838095,PV838095.1,"Human astrovirus 1 isolate CMH-ST052-22/THA RNA-dependent RNA polymerase (RdRp) gene, partial cds",02-JUL-2025,Human astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis,Mamastrovirus hominis,Astroviridae,311,"Kumthip,K., Khamrin,P. and Maneekarn,N.",NA,CMH-ST052-22/THA,Thailand,NA,26-Dec-2022,stool,Homo sapiens,No,1
PV838094,PV838094.1,"Human astrovirus 1 isolate CMH-SS086-22/THA RNA-dependent RNA polymerase (RdRp) gene, partial cds",02-JUL-2025,Human astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis,Mamastrovirus hominis,Astroviridae,311,"Kumthip,K., Khamrin,P. and Maneekarn,N.",NA,CMH-SS086-22/THA,Thailand,NA,19-Dec-2022,stool,Homo sapiens,No,1
PV838093,PV838093.1,"Human astrovirus 2 isolate CMH-ST098-24/THA RNA-dependent RNA polymerase (RdRp) gene, partial cds",02-JUL-2025,Human astrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis,Mamastrovirus hominis,Astroviridae,311,"Kumthip,K., Khamrin,P. and Maneekarn,N.",NA,CMH-ST098-24/THA,Thailand,NA,02-Sep-2024,stool,Homo sapiens,No,1
PV791158,PV791158.1,"Human astrovirus isolate YBCDC1 serine protease (ORF1a) gene, complete cds",30-JUN-2025,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,6758,"Yan,J.",NA,YBCDC1,China: Chongqing,NA,2024-04-18,NA,Homo sapiens,No,1
PV780444,PV780444.1,"Goose astrovirus 2 isolate JXFC6 ORF2 gene, complete cds",29-JUN-2025,Goose astrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,NA,Astroviridae,2115,"Li,H.",NA,JXFC6,China: Nanchang,NA,10-Jan-2024,NA,goose,No,1
PV780443,PV780443.1,"Goose astrovirus 2 isolate JXFC5 ORF2 gene, complete cds",29-JUN-2025,Goose astrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,NA,Astroviridae,2115,"Li,H.",NA,JXFC5,China: Nanchang,NA,10-Jan-2024,NA,goose,No,1
PV780442,PV780442.1,"Goose astrovirus 2 isolate JXXG1 ORF2 gene, complete cds",29-JUN-2025,Goose astrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,NA,Astroviridae,2115,"Li,H.",NA,JXXG1,China: Nanchang,NA,10-Jan-2024,NA,goose,No,1
PV780441,PV780441.1,"Goose astrovirus 2 isolate JXFC4 ORF2 gene, complete cds",29-JUN-2025,Goose astrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,NA,Astroviridae,2115,"Li,H.",NA,JXFC4,China: Nanchang,NA,10-Jan-2024,NA,goose,No,1
PV780440,PV780440.1,"Goose astrovirus 2 isolate JXFC3 ORF2 gene, complete cds",29-JUN-2025,Goose astrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,NA,Astroviridae,2115,"Li,H.",NA,JXFC3,China: Nanchang,NA,10-Jan-2024,NA,goose,No,1
PV780439,PV780439.1,"Goose astrovirus 2 isolate JXFC2 ORF2 gene, complete cds",29-JUN-2025,Goose astrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,NA,Astroviridae,2115,"Li,H.",NA,JXFC2,China: Nanchang,NA,10-Jan-2024,NA,goose,No,1
PV780438,PV780438.1,"Goose astrovirus 2 isolate JXFC1 ORF2 gene, complete cds",29-JUN-2025,Goose astrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,NA,Astroviridae,2115,"Li,H.",NA,JXFC1,China: Nanchang,NA,10-Jan-2024,NA,goose,No,1
PV780437,PV780437.1,"Goose astrovirus isolate JX05, complete genome",29-JUN-2025,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,NA,Astroviridae,7186,"Li,H.",NA,JX05,China,NA,28-Apr-2025,NA,Anser anser,No,3
PV780436,PV780436.1,"Goose astrovirus isolate JX04, complete genome",29-JUN-2025,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,NA,Astroviridae,7179,"Li,H.",NA,JX04,China,NA,27-Jan-2023,NA,Anser anser,No,3
PV780435,PV780435.1,"Goose astrovirus isolate JX03, complete genome",29-JUN-2025,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,NA,Astroviridae,7177,"Li,H.",NA,JX03,China,NA,27-Jan-2023,NA,Anser anser,No,3
PV780434,PV780434.1,"Goose astrovirus isolate JX02, complete genome",29-JUN-2025,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,NA,Astroviridae,7217,"Li,H.",NA,JX02,China,NA,27-Jan-2023,NA,Anser anser,No,3
OP556335,OP556335.1,"Dicentrarchus labrax virus isolate 16-219p ORF1a gene, partial cds; and ORF1b gene, complete cds",25-JUN-2025,Dicentrarchus labrax virus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,5068,"Louboutin,L., Cabon,J., Quenault,H., Lucas,P., Blanchard,Y. and Morin,T.",NA,16-219p,France,NA,Jun-2016,NA,Dicentrarchus labrax,No,2
PP872139,PP872139.1,MAG: Mamastrovirus sp. isolate astro_vt_421 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,2328,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_421,Viet Nam,NA,21-Dec-2014/02-Apr-2016,"rectal swab, feces",Sus scrofa domesticus,Yes,1
PP872138,PP872138.1,MAG: Mamastrovirus sp. isolate astro_vt_420 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,3283,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_420,Viet Nam,NA,29-May-2014/14-Jul-2016,"rectal swab, feces",Sus scrofa domesticus,Yes,2
PP872137,PP872137.1,MAG: Mamastrovirus sp. isolate astro_vt_419 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,3683,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_419,Viet Nam,NA,08-Jul-2014/11-Oct-2016,rectal swab,Sus scrofa domesticus,Yes,2
PP872136,PP872136.1,MAG: Mamastrovirus sp. isolate astro_vt_418 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,3208,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_418,Viet Nam,NA,01-Apr-2015/12-Dec-2016,rectal swab,Sus scrofa domesticus,Yes,2
PP872135,PP872135.1,MAG: Mamastrovirus sp. isolate astro_vt_417 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,2469,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_417,Viet Nam,NA,03-Jul-2014,feces,Sus scrofa domesticus,Yes,1
PP872134,PP872134.1,MAG: Mamastrovirus sp. isolate astro_vt_416 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,1005,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_416,Viet Nam,NA,03-Jul-2014,feces,Sus scrofa domesticus,Yes,1
PP872133,PP872133.1,MAG: Mamastrovirus sp. isolate astro_vt_415 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,2475,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_415,Viet Nam,NA,31-Aug-2014/22-Sep-2016,"rectal swab, feces",Sus scrofa domesticus,Yes,1
PP872132,PP872132.1,MAG: Mamastrovirus sp. isolate astro_vt_414 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,2298,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_414,Viet Nam,NA,08-Jul-2014/11-Oct-2016,rectal swab,Sus scrofa domesticus,Yes,1
PP872131,PP872131.1,MAG: Mamastrovirus sp. isolate astro_vt_413 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,3538,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_413,Viet Nam,NA,21-Dec-2014/02-Apr-2016,"rectal swab, feces",Sus scrofa domesticus,Yes,2
PP872130,PP872130.1,MAG: Mamastrovirus sp. isolate astro_vt_412 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,2340,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_412,Viet Nam,NA,31-Aug-2014/22-Sep-2016,"rectal swab, feces",Sus scrofa domesticus,Yes,1
PP872129,PP872129.1,MAG: Mamastrovirus sp. isolate astro_vt_411 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,669,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_411,Viet Nam,NA,21-Dec-2014/02-Apr-2016,rectal swab,Canis lupus familiaris,Yes,1
PP872128,PP872128.1,MAG: Mamastrovirus sp. isolate astro_vt_410 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,1428,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_410,Viet Nam,NA,19-Jun-2014/31-Jul-2015,feces,Sus scrofa domesticus,Yes,1
PP872127,PP872127.1,MAG: Mamastrovirus sp. isolate astro_vt_409 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,1044,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_409,Viet Nam,NA,31-Aug-2014/22-Sep-2016,"rectal swab, feces",Sus scrofa domesticus,Yes,1
PP872126,PP872126.1,MAG: Mamastrovirus sp. isolate astro_vt_408 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,2923,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_408,Viet Nam,NA,29-May-2014/14-Jul-2016,"rectal swab, feces",Sus scrofa domesticus,Yes,2
PP872125,PP872125.1,MAG: Bastrovirus sp. isolate astro_vt_407 genomic sequence,14-JUN-2025,Bastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,2322,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_407,Viet Nam,NA,08-Jul-2014/11-Oct-2016,rectal swab,Sus scrofa domesticus,Yes,1
PP872124,PP872124.1,MAG: Mamastrovirus sp. isolate astro_vt_406 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,2478,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_406,Viet Nam,NA,31-Aug-2014/22-Sep-2016,"rectal swab, feces",Sus scrofa domesticus,Yes,1
PP872123,PP872123.1,MAG: Mamastrovirus sp. isolate astro_vt_405 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,3403,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_405,Viet Nam,NA,19-Jun-2014/18-Nov-2016,"rectal swab, feces",Sus scrofa domesticus,Yes,2
PP872122,PP872122.1,MAG: Mamastrovirus sp. isolate astro_vt_404 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,2169,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_404,Viet Nam,NA,08-Jul-2014/11-Oct-2016,rectal swab,Sus scrofa domesticus,Yes,1
PP872121,PP872121.1,MAG: Mamastrovirus sp. isolate astro_vt_403 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,1425,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_403,Viet Nam,NA,16-Jun-2015/07-Jul-2016,rectal swab,Sus scrofa domesticus,Yes,1
PP872120,PP872120.1,MAG: Mamastrovirus sp. isolate astro_vt_402 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,1644,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_402,Viet Nam,NA,31-Aug-2014/22-Sep-2016,"rectal swab, feces",Sus scrofa domesticus,Yes,1
PP872119,PP872119.1,MAG: Mamastrovirus sp. isolate astro_vt_401 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,3856,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_401,Viet Nam,NA,31-Aug-2014/22-Sep-2016,"rectal swab, feces",Sus scrofa domesticus,Yes,2
PP872118,PP872118.1,MAG: Mamastrovirus sp. isolate astro_vt_400 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,1077,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_400,Viet Nam,NA,19-Jun-2014/31-Jul-2015,feces,Sus scrofa domesticus,Yes,1
PP872117,PP872117.1,MAG: Avastrovirus sp. isolate astro_vt_399 genomic sequence,14-JUN-2025,Avastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,NA,Astroviridae,2049,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_399,Viet Nam,NA,16-Jun-2015/02-Apr-2016,rectal swab,Gallus gallus,Yes,1
PP872116,PP872116.1,MAG: Mamastrovirus sp. isolate astro_vt_398 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,1752,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_398,Viet Nam,NA,16-Jun-2015/07-Jul-2016,rectal swab,Sus scrofa domesticus,Yes,1
PP872115,PP872115.1,MAG: Mamastrovirus sp. isolate astro_vt_397 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,963,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_397,Viet Nam,NA,31-Aug-2014/22-Sep-2016,"rectal swab, feces",Sus scrofa domesticus,Yes,1
PP872114,PP872114.1,MAG: Mamastrovirus sp. isolate astro_vt_396 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,777,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_396,Viet Nam,NA,31-Aug-2014/22-Sep-2016,"rectal swab, feces",Sus scrofa domesticus,Yes,1
PP872113,PP872113.1,MAG: Mamastrovirus sp. isolate astro_vt_395 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,993,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_395,Viet Nam,NA,31-Aug-2014/22-Sep-2016,"rectal swab, feces",Sus scrofa domesticus,Yes,1
PP872112,PP872112.1,MAG: Mamastrovirus sp. isolate astro_vt_394 genomic sequence,14-JUN-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,1164,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P. and Firth,C.",NA,astro_vt_394,Viet Nam,NA,03-Jul-2014,feces,Sus scrofa domesticus,Yes,1
